no;season;month;date;time;icao;wind_kt;wind_kt_10;gust;vis_m;vis_m_5000;sigwx_1;sigwx_2;sigwx;sigwx_ket;cb_flag
39721;Peralihan 2;Sep;10/09/2024;19.30;Juanda (WARR);4;;FALSE;5000;;HZ;;HZ;Haze;
39722;Peralihan 2;Sep;10/09/2024;20.00;Juanda (WARR);3;;FALSE;5000;;HZ;;HZ;Haze;
39745;Peralihan 2;Sep;10/09/2024;20.30;Juanda (WARR);2;;FALSE;5000;;HZ;;HZ;Haze;
39746;Peralihan 2;Sep;10/09/2024;21.00;Juanda (WARR);4;;FALSE;5000;;HZ;;HZ;Haze;
39760;Peralihan 2;Sep;10/09/2024;21.30;Juanda (WARR);4;;FALSE;4000;4000;HZ;;HZ;Haze;
39761;Peralihan 2;Sep;10/09/2024;22.00;Juanda (WARR);4;;FALSE;4000;4000;HZ;;HZ;Haze;
39762;Peralihan 2;Sep;10/09/2024;22.30;Juanda (WARR);3;;FALSE;4000;4000;HZ;;HZ;Haze;
39763;Peralihan 2;Sep;10/09/2024;23.00;Juanda (WARR);3;;FALSE;4000;4000;HZ;;HZ;Haze;
39764;Peralihan 2;Okt;10/10/2024;00.00;Juanda (WARR);3;;FALSE;5000;;HZ;;HZ;Haze;
39765;Peralihan 2;Okt;10/10/2024;21.00;Juanda (WARR);4;;FALSE;5000;;HZ;;HZ;Haze;
39767;Peralihan 2;Okt;10/10/2024;21.30;Juanda (WARR);6;;FALSE;5000;;HZ;;HZ;Haze;
39768;Peralihan 2;Okt;10/10/2024;22.00;Juanda (WARR);6;;FALSE;5000;;HZ;;HZ;Haze;
39769;Peralihan 2;Okt;10/10/2024;22.30;Juanda (WARR);4;;FALSE;5000;;HZ;;HZ;Haze;
39770;Peralihan 2;Okt;10/10/2024;23.00;Juanda (WARR);5;;FALSE;5000;;HZ;;HZ;Haze;
39771;Peralihan 2;Okt;10/10/2024;23.30;Juanda (WARR);4;;FALSE;5000;;HZ;;HZ;Haze;
39772;Peralihan 2;Nov;10/11/2024;00.00;Juanda (WARR);7;;FALSE;5000;;HZ;;HZ;Haze;
39773;Peralihan 2;Nov;10/11/2024;20.30;Juanda (WARR);4;;FALSE;5000;;HZ;;HZ;Haze;
39774;Peralihan 2;Nov;10/11/2024;21.00;Juanda (WARR);3;;FALSE;5000;;HZ;;HZ;Haze;
39775;Peralihan 2;Nov;10/11/2024;21.30;Juanda (WARR);5;;FALSE;5000;;HZ;;HZ;Haze;
39776;Peralihan 2;Nov;10/11/2024;22.00;Juanda (WARR);4;;FALSE;5000;;HZ;;HZ;Haze;
39777;Peralihan 2;Nov;10/11/2024;22.30;Juanda (WARR);5;;FALSE;5000;;HZ;;HZ;Haze;
39778;Peralihan 2;Nov;10/11/2024;23.00;Juanda (WARR);3;;FALSE;5000;;HZ;;HZ;Haze;
39779;Peralihan 2;Nov;10/11/2024;23.30;Juanda (WARR);3;;FALSE;5000;;HZ;;HZ;Haze;
39780;Hujan;Des;10/12/2024;08.00;Juanda (WARR);2;;FALSE;5000;;-TSRA;;-TSRA;Light Thunderstorm Rain;CB
39781;Hujan;Des;10/12/2024;08.30;Juanda (WARR);6;;FALSE;4000;4000;-TSRA;;-TSRA;Light Thunderstorm Rain;CB
39782;Hujan;Des;10/12/2024;09.00;Juanda (WARR);8;;FALSE;3000;3000;-TSRA;;-TSRA;Light Thunderstorm Rain;CB
39783;Hujan;Des;10/12/2024;09.30;Juanda (WARR);6;;FALSE;6000;;-TSRA;;-TSRA;Light Thunderstorm Rain;CB
39784;Hujan;Des;10/12/2024;10.00;Juanda (WARR);4;;FALSE;6000;;-TSRA;;-TSRA;Light Thunderstorm Rain;CB
39785;Hujan;Des;10/12/2024;10.30;Juanda (WARR);4;;FALSE;5000;;-TSRA;;-TSRA;Light Thunderstorm Rain;CB
39786;Hujan;Des;10/12/2024;11.00;Juanda (WARR);4;;FALSE;5000;;-TSRA;;-TSRA;Light Thunderstorm Rain;CB
39787;Hujan;Des;10/12/2024;11.30;Juanda (WARR);2;;FALSE;5000;;-TSRA;;-TSRA;Light Thunderstorm Rain;CB
39788;Hujan;Des;10/12/2024;12.00;Juanda (WARR);2;;FALSE;5000;;-TSRA;;-TSRA;Light Thunderstorm Rain;CB
39789;Hujan;Des;10/12/2024;12.30;Juanda (WARR);5;;FALSE;6000;;-TSRA;;-TSRA;Light Thunderstorm Rain;CB
39790;Hujan;Des;10/12/2024;22.00;Juanda (WARR);7;;FALSE;5000;;BR;;BR;Mist;
39791;Hujan;Des;10/12/2024;22.30;Juanda (WARR);6;;FALSE;5000;;BR;;BR;Mist;
39792;Hujan;Jan;11/01/2024;00.00;Juanda (WARR);4;;FALSE;3000;3000;HZ;;HZ;Haze;
39793;Hujan;Jan;11/01/2024;00.30;Juanda (WARR);3;;FALSE;4000;4000;HZ;;HZ;Haze;
39794;Hujan;Jan;11/01/2024;01.00;Juanda (WARR);4;;FALSE;5000;;HZ;;HZ;Haze;
39795;Hujan;Jan;11/01/2024;01.30;Juanda (WARR);3;;FALSE;5000;;HZ;;HZ;Haze;
39809;Hujan;Jan;11/01/2024;11.30;Juanda (WARR);8;;FALSE;3000;3000;-TSRA;;-TSRA;Light Thunderstorm Rain;CB
39817;Hujan;Jan;11/01/2024;12.00;Juanda (WARR);7;;FALSE;5000;;TS;;TS;Thunderstorm;CB
39818;Hujan;Jan;11/01/2024;17.30;Juanda (WARR);4;;FALSE;5000;;HZ;;HZ;Haze;
39819;Hujan;Jan;11/01/2024;18.00;Juanda (WARR);4;;FALSE;5000;;HZ;;HZ;Haze;
39820;Hujan;Jan;11/01/2024;18.30;Juanda (WARR);4;;FALSE;5000;;HZ;;HZ;Haze;
39823;Hujan;Jan;11/01/2024;19.00;Juanda (WARR);4;;FALSE;5000;;HZ;;HZ;Haze;
39825;Hujan;Jan;11/01/2024;19.30;Juanda (WARR);5;;FALSE;5000;;HZ;;HZ;Haze;
39826;Hujan;Jan;11/01/2024;20.00;Juanda (WARR);3;;FALSE;5000;;HZ;;HZ;Haze;
39827;Hujan;Jan;11/01/2024;20.30;Juanda (WARR);1;;FALSE;5000;;HZ;;HZ;Haze;
39828;Hujan;Jan;11/01/2024;21.00;Juanda (WARR);1;;FALSE;5000;;HZ;;HZ;Haze;
39829;Hujan;Jan;11/01/2024;21.30;Juanda (WARR);2;;FALSE;5000;;HZ;;HZ;Haze;
39830;Hujan;Jan;11/01/2024;22.00;Juanda (WARR);2;;FALSE;4000;4000;HZ;;HZ;Haze;
39833;Hujan;Jan;11/01/2024;22.30;Juanda (WARR);2;;FALSE;4000;4000;HZ;;HZ;Haze;
39834;Hujan;Jan;11/01/2024;23.00;Juanda (WARR);3;;FALSE;5000;;HZ;;HZ;Haze;
39835;Hujan;Feb;11/02/2024;00.00;Juanda (WARR);7;;FALSE;4000;4000;BR;;BR;Mist;
39836;Hujan;Feb;11/02/2024;00.30;Juanda (WARR);6;;FALSE;4000;4000;BR;;BR;Mist;
39837;Hujan;Feb;11/02/2024;07.00;Juanda (WARR);20;20;FALSE;500;500;+TSRA;;+TSRA;Heavy Thunderstorm Rain;CB
39838;Hujan;Feb;11/02/2024;07.30;Juanda (WARR);9;;TRUE;500;500;+TSRA;;+TSRA;Heavy Thunderstorm Rain;CB
39839;Hujan;Feb;11/02/2024;08.00;Juanda (WARR);13;13;FALSE;1500;1500;TSRA;;TSRA ;Thunderstorm Rain;CB
39840;Hujan;Feb;11/02/2024;08.30;Juanda (WARR);10;;FALSE;5000;;-TSRA;;-TSRA;Light Thunderstorm Rain;CB
39841;Hujan;Feb;11/02/2024;10.00;Juanda (WARR);8;;FALSE;5000;;-TSRA;;-TSRA;Light Thunderstorm Rain;CB
39842;Hujan;Feb;11/02/2024;10.30;Juanda (WARR);6;;FALSE;5000;;-TSRA;;-TSRA;Light Thunderstorm Rain;CB
39854;Hujan;Feb;11/02/2024;11.00;Juanda (WARR);3;;FALSE;5000;;-TSRA;;-TSRA;Light Thunderstorm Rain;CB
39855;Hujan;Feb;11/02/2024;19.00;Juanda (WARR);6;;FALSE;4000;4000;BR;;BR;Mist;
39856;Hujan;Feb;11/02/2024;19.30;Juanda (WARR);6;;FALSE;4000;4000;BR;;BR;Mist;
39857;Hujan;Feb;11/02/2024;20.00;Juanda (WARR);6;;FALSE;4000;4000;BR;;BR;Mist;
39858;Hujan;Feb;11/02/2024;20.30;Juanda (WARR);6;;FALSE;4000;4000;BR;;BR;Mist;
39859;Hujan;Feb;11/02/2024;21.00;Juanda (WARR);6;;FALSE;4000;4000;BR;;BR;Mist;
39860;Hujan;Feb;11/02/2024;21.30;Juanda (WARR);6;;FALSE;4000;4000;BR;;BR;Mist;
39862;Hujan;Feb;11/02/2024;22.00;Juanda (WARR);3;;FALSE;4000;4000;BR;;BR;Mist;
39863;Hujan;Feb;11/02/2024;22.30;Juanda (WARR);4;;FALSE;4000;4000;BR;;BR;Mist;
39864;Hujan;Feb;11/02/2024;23.00;Juanda (WARR);5;;FALSE;4000;4000;BR;;BR;Mist;
39865;Hujan;Feb;11/02/2024;23.30;Juanda (WARR);5;;FALSE;4000;4000;BR;;BR;Mist;
39866;Peralihan 1;Apr;11/04/2024;12.30;Juanda (WARR);4;;FALSE;8000;;TS;;TS;Thunderstorm;CB
39867;Peralihan 1;Apr;11/04/2024;13.00;Juanda (WARR);4;;FALSE;8000;;TS;;TS;Thunderstorm;CB
39868;Peralihan 1;Apr;11/04/2024;17.30;Juanda (WARR);3;;FALSE;5000;;BR;;BR;Mist;
39869;Peralihan 1;Apr;11/04/2024;18.00;Juanda (WARR);3;;FALSE;5000;;BR;;BR;Mist;
39881;Peralihan 1;Apr;11/04/2024;18.30;Juanda (WARR);2;;FALSE;5000;;BR;;BR;Mist;
39882;Peralihan 1;Apr;11/04/2024;19.00;Juanda (WARR);3;;FALSE;4000;4000;BR;;BR;Mist;
39883;Peralihan 1;Apr;11/04/2024;19.30;Juanda (WARR);3;;FALSE;4000;4000;BR;;BR;Mist;
39884;Peralihan 1;Apr;11/04/2024;20.00;Juanda (WARR);4;;FALSE;3500;3500;BR;;BR;Mist;
39885;Peralihan 1;Apr;11/04/2024;20.30;Juanda (WARR);3;;FALSE;3500;3500;BR;;BR;Mist;
39886;Peralihan 1;Apr;11/04/2024;21.00;Juanda (WARR);3;;FALSE;2500;2500;BR;;BR;Mist;
39887;Peralihan 1;Apr;11/04/2024;21.30;Juanda (WARR);4;;FALSE;3500;3500;BR;;BR;Mist;
39889;Peralihan 1;Apr;11/04/2024;22.00;Juanda (WARR);5;;FALSE;3500;3500;BR;;BR;Mist;
39890;Peralihan 1;Apr;11/04/2024;22.30;Juanda (WARR);5;;FALSE;3500;3500;BR;;BR;Mist;
39891;Peralihan 1;Apr;11/04/2024;23.00;Juanda (WARR);3;;FALSE;3500;3500;BR;;BR;Mist;
39900;Peralihan 1;Apr;11/04/2024;23.30;Juanda (WARR);4;;FALSE;4000;4000;BR;;BR;Mist;
39901;Peralihan 1;Mei;11/05/2024;20.00;Juanda (WARR);3;;FALSE;5000;;HZ;;HZ;Haze;
39919;Peralihan 1;Mei;11/05/2024;20.30;Juanda (WARR);3;;FALSE;5000;;HZ;;HZ;Haze;
39920;Peralihan 1;Mei;11/05/2024;21.00;Juanda (WARR);4;;FALSE;5000;;HZ;;HZ;Haze;
39921;Peralihan 1;Mei;11/05/2024;21.30;Juanda (WARR);3;;FALSE;5000;;HZ;;HZ;Haze;
39922;Peralihan 1;Mei;11/05/2024;22.00;Juanda (WARR);2;;FALSE;5000;;HZ;;HZ;Haze;
39923;Peralihan 1;Mei;11/05/2024;22.30;Juanda (WARR);3;;FALSE;5000;;HZ;;HZ;Haze;
39924;Peralihan 1;Mei;11/05/2024;23.00;Juanda (WARR);2;;FALSE;5000;;HZ;;HZ;Haze;
39925;Peralihan 1;Mei;11/05/2024;23.30;Juanda (WARR);4;;FALSE;5000;;HZ;;HZ;Haze;
39926;Kemarau;Jun;11/06/2024;00.00;Juanda (WARR);2;;FALSE;5000;;HZ;;HZ;Haze;
39927;Kemarau;Jun;11/06/2024;00.30;Juanda (WARR);2;;FALSE;5000;;HZ;;HZ;Haze;
39928;Kemarau;Jul;11/07/2024;17.30;Juanda (WARR);6;;FALSE;5000;;HZ;;HZ;Haze;
39929;Kemarau;Jul;11/07/2024;18.00;Juanda (WARR);4;;FALSE;5000;;HZ;;HZ;Haze;
39930;Kemarau;Jul;11/07/2024;18.30;Juanda (WARR);5;;FALSE;5000;;HZ;;HZ;Haze;
39931;Kemarau;Jul;11/07/2024;19.00;Juanda (WARR);3;;FALSE;5000;;HZ;;HZ;Haze;
39932;Kemarau;Jul;11/07/2024;19.30;Juanda (WARR);3;;FALSE;5000;;HZ;;HZ;Haze;
39933;Kemarau;Jul;11/07/2024;20.00;Juanda (WARR);1;;FALSE;5000;;HZ;;HZ;Haze;
39934;Kemarau;Jul;11/07/2024;20.30;Juanda (WARR);1;;FALSE;5000;;HZ;;HZ;Haze;
39935;Kemarau;Jul;11/07/2024;21.00;Juanda (WARR);3;;FALSE;5000;;HZ;;HZ;Haze;
39936;Kemarau;Jul;11/07/2024;21.30;Juanda (WARR);1;;FALSE;5000;;HZ;;HZ;Haze;
39937;Kemarau;Jul;11/07/2024;22.00;Juanda (WARR);1;;FALSE;5000;;HZ;;HZ;Haze;
39985;Kemarau;Jul;11/07/2024;22.30;Juanda (WARR);1;;FALSE;5000;;HZ;;HZ;Haze;
39986;Kemarau;Jul;11/07/2024;23.00;Juanda (WARR);3;;FALSE;5000;;HZ;;HZ;Haze;
39987;Kemarau;Jul;11/07/2024;23.30;Juanda (WARR);4;;FALSE;5000;;HZ;;HZ;Haze;
39988;Kemarau;Agu;11/08/2024;17.30;Juanda (WARR);5;;FALSE;5000;;HZ;;HZ;Haze;
39989;Kemarau;Agu;11/08/2024;18.00;Juanda (WARR);4;;FALSE;5000;;HZ;;HZ;Haze;
39990;Kemarau;Agu;11/08/2024;18.30;Juanda (WARR);5;;FALSE;5000;;HZ;;HZ;Haze;
40011;Kemarau;Agu;11/08/2024;19.00;Juanda (WARR);4;;FALSE;5000;;HZ;;HZ;Haze;
40023;Kemarau;Agu;11/08/2024;19.30;Juanda (WARR);4;;FALSE;5000;;HZ;;HZ;Haze;
40024;Kemarau;Agu;11/08/2024;20.00;Juanda (WARR);2;;FALSE;5000;;HZ;;HZ;Haze;
40025;Kemarau;Agu;11/08/2024;20.30;Juanda (WARR);1;;FALSE;4000;4000;HZ;;HZ;Haze;
40026;Kemarau;Agu;11/08/2024;21.00;Juanda (WARR);3;;FALSE;4000;4000;HZ;;HZ;Haze;
40027;Kemarau;Agu;11/08/2024;21.30;Juanda (WARR);2;;FALSE;4000;4000;HZ;;HZ;Haze;
40028;Kemarau;Agu;11/08/2024;22.00;Juanda (WARR);3;;FALSE;4000;4000;HZ;;HZ;Haze;
40029;Kemarau;Agu;11/08/2024;22.30;Juanda (WARR);2;;FALSE;4000;4000;HZ;;HZ;Haze;
40030;Kemarau;Agu;11/08/2024;23.00;Juanda (WARR);2;;FALSE;5000;;HZ;;HZ;Haze;
40031;Kemarau;Agu;11/08/2024;23.30;Juanda (WARR);2;;FALSE;5000;;HZ;;HZ;Haze;
40032;Peralihan 2;Sep;11/09/2024;00.00;Juanda (WARR);2;;FALSE;5000;;HZ;;HZ;Haze;
40033;Peralihan 2;Sep;11/09/2024;00.30;Juanda (WARR);2;;FALSE;5000;;HZ;;HZ;Haze;
40034;Peralihan 2;Sep;11/09/2024;01.00;Juanda (WARR);2;;FALSE;5000;;HZ;;HZ;Haze;
40072;Peralihan 2;Sep;11/09/2024;23.00;Juanda (WARR);5;;FALSE;5000;;HZ;;HZ;Haze;
40073;Peralihan 2;Sep;11/09/2024;23.30;Juanda (WARR);3;;FALSE;5000;;BR;;BR;Mist;
40074;Peralihan 2;Okt;11/10/2024;00.00;Juanda (WARR);4;;FALSE;5000;;HZ;;HZ;Haze;
40075;Peralihan 2;Okt;11/10/2024;00.30;Juanda (WARR);3;;FALSE;5000;;HZ;;HZ;Haze;
40076;Peralihan 2;Okt;11/10/2024;01.00;Juanda (WARR);2;;FALSE;5000;;HZ;;HZ;Haze;
40077;Peralihan 2;Nov;11/11/2024;00.00;Juanda (WARR);2;;FALSE;5000;;HZ;;HZ;Haze;
40078;Peralihan 2;Nov;11/11/2024;20.30;Juanda (WARR);5;;FALSE;5000;;HZ;;HZ;Haze;
40079;Peralihan 2;Nov;11/11/2024;21.00;Juanda (WARR);5;;FALSE;5000;;HZ;;HZ;Haze;
40080;Peralihan 2;Nov;11/11/2024;21.30;Juanda (WARR);5;;FALSE;5000;;HZ;;HZ;Haze;
40081;Peralihan 2;Nov;11/11/2024;22.00;Juanda (WARR);5;;FALSE;4000;4000;HZ;;HZ;Haze;
40082;Peralihan 2;Nov;11/11/2024;22.30;Juanda (WARR);4;;FALSE;4000;4000;HZ;;HZ;Haze;
40118;Peralihan 2;Nov;11/11/2024;23.00;Juanda (WARR);3;;FALSE;5000;;HZ;;HZ;Haze;
40119;Peralihan 2;Nov;11/11/2024;23.30;Juanda (WARR);3;;FALSE;5000;;HZ;;HZ;Haze;
40120;Hujan;Des;11/12/2024;12.30;Juanda (WARR);10;;FALSE;2000;2000;+TSRA;;+TSRA;Heavy Thunderstorm Rain;CB
40121;Hujan;Des;11/12/2024;13.00;Juanda (WARR);10;;FALSE;4000;4000;-TSRA;;-TSRA;Light Thunderstorm Rain;CB
40122;Hujan;Des;11/12/2024;13.30;Juanda (WARR);9;;FALSE;7000;;-TSRA;;-TSRA;Light Thunderstorm Rain;CB
40123;Hujan;Des;11/12/2024;19.30;Juanda (WARR);3;;FALSE;5000;;HZ;;HZ;Haze;
40124;Hujan;Des;11/12/2024;20.00;Juanda (WARR);3;;FALSE;5000;;HZ;;HZ;Haze;
40125;Hujan;Des;11/12/2024;20.30;Juanda (WARR);5;;FALSE;5000;;HZ;;HZ;Haze;
40126;Hujan;Des;11/12/2024;21.00;Juanda (WARR);3;;FALSE;5000;;HZ;;HZ;Haze;
40127;Hujan;Des;11/12/2024;21.30;Juanda (WARR);1;;FALSE;5000;;HZ;;HZ;Haze;
40128;Hujan;Jan;12/01/2024;18.00;Juanda (WARR);3;;FALSE;5000;;HZ;;HZ;Haze;
40129;Hujan;Jan;12/01/2024;18.30;Juanda (WARR);2;;FALSE;5000;;HZ;;HZ;Haze;
40130;Hujan;Jan;12/01/2024;19.00;Juanda (WARR);3;;FALSE;5000;;HZ;;HZ;Haze;
40162;Hujan;Jan;12/01/2024;19.30;Juanda (WARR);6;;FALSE;5000;;HZ;;HZ;Haze;
40163;Hujan;Jan;12/01/2024;20.00;Juanda (WARR);5;;FALSE;5000;;HZ;;HZ;Haze;
40164;Hujan;Jan;12/01/2024;20.30;Juanda (WARR);4;;FALSE;5000;;HZ;;HZ;Haze;
40165;Hujan;Jan;12/01/2024;21.00;Juanda (WARR);5;;FALSE;5000;;HZ;;HZ;Haze;
40166;Hujan;Jan;12/01/2024;21.30;Juanda (WARR);4;;FALSE;5000;;HZ;;HZ;Haze;
40167;Hujan;Jan;12/01/2024;22.00;Juanda (WARR);3;;FALSE;5000;;HZ;;HZ;Haze;
40168;Hujan;Feb;12/02/2024;00.00;Juanda (WARR);7;;FALSE;5000;;HZ;;HZ;Haze;
40169;Hujan;Feb;12/02/2024;00.30;Juanda (WARR);5;;FALSE;5000;;HZ;;HZ;Haze;
40174;Hujan;Feb;12/02/2024;09.00;Juanda (WARR);8;;FALSE;5000;;TSRA;;TSRA ;Thunderstorm Rain;CB
40175;Hujan;Feb;12/02/2024;09.30;Juanda (WARR);14;14;FALSE;5000;;TSRA;;TSRA ;Thunderstorm Rain;CB
40176;Hujan;Feb;12/02/2024;10.00;Juanda (WARR);10;;FALSE;5000;;TSRA;;TSRA ;Thunderstorm Rain;CB
40177;Hujan;Feb;12/02/2024;11.00;Juanda (WARR);2;;FALSE;8000;;TS;;TS;Thunderstorm;CB
40178;Hujan;Feb;12/02/2024;11.30;Juanda (WARR);2;;FALSE;9999;;TS;;TS;Thunderstorm;CB
40220;Hujan;Feb;12/02/2024;12.00;Juanda (WARR);4;;FALSE;9000;;TS;;TS;Thunderstorm;CB
40221;Hujan;Feb;12/02/2024;12.30;Juanda (WARR);4;;FALSE;6000;;-TSRA;;-TSRA;Light Thunderstorm Rain;CB
40222;Hujan;Feb;12/02/2024;15.30;Juanda (WARR);11;11;FALSE;1000;1000;+TSRA;;+TSRA;Heavy Thunderstorm Rain;CB
40223;Hujan;Feb;12/02/2024;16.00;Juanda (WARR);2;;FALSE;3000;3000;TSRA;;TSRA ;Thunderstorm Rain;CB
40224;Hujan;Feb;12/02/2024;19.30;Juanda (WARR);4;;FALSE;4000;4000;BR;;BR;Mist;
40225;Hujan;Feb;12/02/2024;20.00;Juanda (WARR);2;;FALSE;4000;4000;BR;;BR;Mist;
40256;Hujan;Feb;12/02/2024;20.30;Juanda (WARR);3;;FALSE;4000;4000;BR;;BR;Mist;
40257;Hujan;Feb;12/02/2024;21.00;Juanda (WARR);2;;FALSE;4000;4000;BR;;BR;Mist;
40258;Hujan;Feb;12/02/2024;21.30;Juanda (WARR);3;;FALSE;4000;4000;BR;;BR;Mist;
40259;Hujan;Feb;12/02/2024;22.00;Juanda (WARR);2;;FALSE;4000;4000;BR;;BR;Mist;
40260;Hujan;Feb;12/02/2024;22.30;Juanda (WARR);3;;FALSE;4000;4000;BR;;BR;Mist;
40263;Hujan;Feb;12/02/2024;23.00;Juanda (WARR);3;;FALSE;4000;4000;BR;;BR;Mist;
40264;Hujan;Feb;12/02/2024;23.30;Juanda (WARR);1;;FALSE;4000;4000;BR;;BR;Mist;
40265;Peralihan 1;Mar;12/03/2024;02.00;Juanda (WARR);4;;FALSE;5000;;HZ;;HZ;Haze;
40266;Peralihan 1;Mar;12/03/2024;02.30;Juanda (WARR);6;;FALSE;5000;;HZ;;HZ;Haze;
40267;Peralihan 1;Mar;12/03/2024;03.00;Juanda (WARR);5;;FALSE;5000;;HZ;;HZ;Haze;
40268;Peralihan 1;Mar;12/03/2024;03.30;Juanda (WARR);4;;FALSE;5000;;HZ;;HZ;Haze;
40269;Peralihan 1;Mar;12/03/2024;19.30;Juanda (WARR);2;;FALSE;5000;;HZ;;HZ;Haze;
40270;Peralihan 1;Mar;12/03/2024;20.00;Juanda (WARR);2;;FALSE;4000;4000;BR;;BR;Mist;
40271;Peralihan 1;Mar;12/03/2024;20.30;Juanda (WARR);2;;FALSE;4000;4000;BR;;BR;Mist;
40272;Peralihan 1;Mar;12/03/2024;21.00;Juanda (WARR);1;;FALSE;4000;4000;BR;;BR;Mist;
40294;Peralihan 1;Mar;12/03/2024;21.30;Juanda (WARR);1;;FALSE;4000;4000;BR;;BR;Mist;
40302;Peralihan 1;Mar;12/03/2024;22.00;Juanda (WARR);1;;FALSE;4000;4000;BR;;BR;Mist;
40314;Peralihan 1;Mar;12/03/2024;22.30;Juanda (WARR);1;;FALSE;4000;4000;BR;;BR;Mist;
40315;Peralihan 1;Mar;12/03/2024;23.00;Juanda (WARR);4;;FALSE;4000;4000;BR;;BR;Mist;
40316;Peralihan 1;Mar;12/03/2024;23.30;Juanda (WARR);5;;FALSE;4000;4000;BR;;BR;Mist;
40317;Peralihan 1;Apr;12/04/2024;00.00;Juanda (WARR);3;;FALSE;5000;;BR;;BR;Mist;
40318;Peralihan 1;Apr;12/04/2024;11.30;Juanda (WARR);6;;FALSE;7000;;-TSRA;;-TSRA;Light Thunderstorm Rain;CB
40321;Peralihan 1;Apr;12/04/2024;12.00;Juanda (WARR);3;;FALSE;8000;;TS;;TS;Thunderstorm;CB
40322;Peralihan 1;Apr;12/04/2024;12.30;Juanda (WARR);1;;FALSE;8000;;TS;;TS;Thunderstorm;CB
40323;Peralihan 1;Apr;12/04/2024;13.00;Juanda (WARR);4;;FALSE;8000;;TS;;TS;Thunderstorm;CB
40324;Peralihan 1;Apr;12/04/2024;13.30;Juanda (WARR);9;;FALSE;8000;;TS;;TS;Thunderstorm;CB
40337;Peralihan 1;Apr;12/04/2024;14.00;Juanda (WARR);7;;FALSE;8000;;TS;;TS;Thunderstorm;CB
40348;Peralihan 1;Apr;12/04/2024;18.00;Juanda (WARR);2;;FALSE;5000;;-TSRA;;-TSRA;Light Thunderstorm Rain;CB
40349;Peralihan 1;Apr;12/04/2024;18.30;Juanda (WARR);3;;FALSE;5000;;-TSRA;;-TSRA;Light Thunderstorm Rain;CB
40350;Peralihan 1;Apr;12/04/2024;19.00;Juanda (WARR);1;;FALSE;8000;;TS;;TS;Thunderstorm;CB
40351;Peralihan 1;Apr;12/04/2024;20.00;Juanda (WARR);3;;FALSE;5000;;HZ;;HZ;Haze;
40352;Peralihan 1;Apr;12/04/2024;20.30;Juanda (WARR);4;;FALSE;5000;;BR;;BR;Mist;
40353;Peralihan 1;Apr;12/04/2024;21.00;Juanda (WARR);2;;FALSE;5000;;BR;;BR;Mist;
40366;Peralihan 1;Apr;12/04/2024;21.30;Juanda (WARR);2;;FALSE;5000;;BR;;BR;Mist;
40367;Peralihan 1;Apr;12/04/2024;22.00;Juanda (WARR);1;;FALSE;5000;;HZ;;HZ;Haze;
40368;Peralihan 1;Apr;12/04/2024;22.30;Juanda (WARR);2;;FALSE;5000;;HZ;;HZ;Haze;
40369;Peralihan 1;Apr;12/04/2024;23.00;Juanda (WARR);3;;FALSE;5000;;HZ;;HZ;Haze;
40371;Peralihan 1;Apr;12/04/2024;23.30;Juanda (WARR);3;;FALSE;5000;;HZ;;HZ;Haze;
40372;Peralihan 1;Mei;12/05/2024;00.00;Juanda (WARR);4;;FALSE;5000;;HZ;;HZ;Haze;
40373;Peralihan 1;Mei;12/05/2024;00.30;Juanda (WARR);3;;FALSE;5000;;HZ;;HZ;Haze;
40383;Peralihan 1;Mei;12/05/2024;20.00;Juanda (WARR);3;;FALSE;5000;;HZ;;HZ;Haze;
40384;Peralihan 1;Mei;12/05/2024;20.30;Juanda (WARR);5;;FALSE;5000;;HZ;;HZ;Haze;
40392;Peralihan 1;Mei;12/05/2024;21.00;Juanda (WARR);3;;FALSE;5000;;HZ;;HZ;Haze;
40393;Peralihan 1;Mei;12/05/2024;21.30;Juanda (WARR);3;;FALSE;5000;;HZ;;HZ;Haze;
40394;Peralihan 1;Mei;12/05/2024;22.00;Juanda (WARR);3;;FALSE;5000;;HZ;;HZ;Haze;
40395;Peralihan 1;Mei;12/05/2024;22.30;Juanda (WARR);4;;FALSE;5000;;HZ;;HZ;Haze;
40396;Peralihan 1;Mei;12/05/2024;23.00;Juanda (WARR);5;;FALSE;5000;;HZ;;HZ;Haze;
40397;Peralihan 1;Mei;12/05/2024;23.30;Juanda (WARR);5;;FALSE;5000;;HZ;;HZ;Haze;
40398;Kemarau;Jun;12/06/2024;19.30;Juanda (WARR);5;;FALSE;5000;;HZ;;HZ;Haze;
40399;Kemarau;Jun;12/06/2024;20.00;Juanda (WARR);4;;FALSE;5000;;HZ;;HZ;Haze;
40400;Kemarau;Jun;12/06/2024;20.30;Juanda (WARR);4;;FALSE;5000;;HZ;;HZ;Haze;
40401;Kemarau;Jun;12/06/2024;21.00;Juanda (WARR);6;;FALSE;5000;;HZ;;HZ;Haze;
40402;Kemarau;Jun;12/06/2024;21.30;Juanda (WARR);4;;FALSE;5000;;HZ;;HZ;Haze;
40403;Kemarau;Jun;12/06/2024;22.00;Juanda (WARR);4;;FALSE;5000;;HZ;;HZ;Haze;
40404;Kemarau;Jun;12/06/2024;22.30;Juanda (WARR);6;;FALSE;5000;;HZ;;HZ;Haze;
40405;Kemarau;Jul;12/07/2024;00.00;Juanda (WARR);3;;FALSE;5000;;HZ;;HZ;Haze;
