no;season;month;date;time;icao;wind_kt;wind_kt_10;gust;vis_m;vis_m_5000;sigwx_1;sigwx_2;sigwx;sigwx_ket;cb_flag
38768;Hujan;Feb;09/02/2024;13.30;Juanda (WARR);6;;FALSE;3000;3000;TSRA;;TSRA ;Thunderstorm Rain;CB
38769;Hujan;Feb;09/02/2024;16.00;Juanda (WARR);3;;FALSE;4000;4000;TS;BR;TS BR;Thunderstorm Mist;CB
38770;Hujan;Feb;09/02/2024;16.30;Juanda (WARR);4;;FALSE;4000;4000;TS;BR;TS BR;Thunderstorm Mist;CB
38771;Hujan;Feb;09/02/2024;17.00;Juanda (WARR);5;;FALSE;4000;4000;-TSRA;;-TSRA;Light Thunderstorm Rain;CB
38778;Hujan;Feb;09/02/2024;17.30;Juanda (WARR);3;;FALSE;4000;4000;-TSRA;;-TSRA;Light Thunderstorm Rain;CB
38779;Hujan;Feb;09/02/2024;18.00;Juanda (WARR);4;;FALSE;5000;;-TSRA;;-TSRA;Light Thunderstorm Rain;CB
38780;Hujan;Feb;09/02/2024;18.30;Juanda (WARR);2;;FALSE;6000;;TS;;TS;Thunderstorm;CB
38781;Hujan;Feb;09/02/2024;20.00;Juanda (WARR);2;;FALSE;4000;4000;BR;;BR;Mist;CB
38783;Hujan;Feb;09/02/2024;20.30;Juanda (WARR);2;;FALSE;4000;4000;BR;;BR;Mist;CB
38784;Hujan;Feb;09/02/2024;21.00;Juanda (WARR);3;;FALSE;4000;4000;BR;;BR;Mist;CB
38829;Hujan;Feb;09/02/2024;21.30;Juanda (WARR);2;;FALSE;4000;4000;BR;;BR;Mist;CB
38830;Hujan;Feb;09/02/2024;22.00;Juanda (WARR);3;;FALSE;4000;4000;BR;;BR;Mist;
38831;Hujan;Feb;09/02/2024;22.30;Juanda (WARR);3;;FALSE;4000;4000;BR;;BR;Mist;
38832;Hujan;Feb;09/02/2024;23.00;Juanda (WARR);3;;FALSE;4000;4000;BR;;BR;Mist;CB
38833;Peralihan 1;Mar;09/03/2024;00.00;Juanda (WARR);5;;FALSE;4000;4000;HZ;;HZ;Haze;
38834;Peralihan 1;Mar;09/03/2024;00.30;Juanda (WARR);6;;FALSE;5000;;HZ;;HZ;Haze;
38835;Peralihan 1;Mar;09/03/2024;06.30;Juanda (WARR);21;21;FALSE;9999;;TS;;TS;Thunderstorm;CB
38874;Peralihan 1;Mar;09/03/2024;08.00;Juanda (WARR);19;19;FALSE;3000;3000;TSRA;;TSRA ;Thunderstorm Rain;CB
38875;Peralihan 1;Mar;09/03/2024;08.30;Juanda (WARR);17;17;FALSE;4000;4000;TSRA;;TSRA ;Thunderstorm Rain;CB
38876;Peralihan 1;Mar;09/03/2024;20.00;Juanda (WARR);4;;FALSE;5000;;HZ;;HZ;Haze;
38877;Peralihan 1;Mar;09/03/2024;20.30;Juanda (WARR);6;;FALSE;5000;;HZ;;HZ;Haze;
38878;Peralihan 1;Mar;09/03/2024;21.00;Juanda (WARR);6;;FALSE;5000;;HZ;;HZ;Haze;
38879;Peralihan 1;Mar;09/03/2024;21.30;Juanda (WARR);9;;FALSE;5000;;HZ;;HZ;Haze;
38880;Peralihan 1;Mar;09/03/2024;22.00;Juanda (WARR);5;;FALSE;5000;;HZ;;HZ;Haze;
38927;Peralihan 1;Mar;09/03/2024;22.30;Juanda (WARR);4;;FALSE;5000;;HZ;;HZ;Haze;
38928;Peralihan 1;Mar;09/03/2024;23.00;Juanda (WARR);6;;FALSE;5000;;BR;;BR;Mist;
38972;Peralihan 1;Apr;09/04/2024;00.00;Juanda (WARR);3;;FALSE;4000;4000;BR;;BR;Mist;CB
38973;Peralihan 1;Apr;09/04/2024;00.30;Juanda (WARR);3;;FALSE;4000;4000;BR;;BR;Mist;
38974;Peralihan 1;Apr;09/04/2024;01.00;Juanda (WARR);2;;FALSE;5000;;HZ;;HZ;Haze;
38975;Peralihan 1;Apr;09/04/2024;05.30;Juanda (WARR);5;;FALSE;500;500;+TSRA;;+TSRA;Heavy Thunderstorm Rain;CB
38976;Peralihan 1;Apr;09/04/2024;06.00;Juanda (WARR);5;;FALSE;5000;;-TSRA;;-TSRA;Light Thunderstorm Rain;CB
39025;Peralihan 1;Apr;09/04/2024;15.00;Juanda (WARR);2;;FALSE;4000;4000;HZ;;HZ;Haze;
39026;Peralihan 1;Apr;09/04/2024;15.30;Juanda (WARR);2;;FALSE;4000;4000;HZ;;HZ;Haze;
39066;Peralihan 1;Apr;09/04/2024;16.00;Juanda (WARR);1;;FALSE;4000;4000;HZ;;HZ;Haze;
39067;Peralihan 1;Apr;09/04/2024;16.30;Juanda (WARR);2;;FALSE;4000;4000;HZ;;HZ;Haze;
39068;Peralihan 1;Apr;09/04/2024;17.00;Juanda (WARR);1;;FALSE;4000;4000;HZ;;HZ;Haze;
39069;Peralihan 1;Apr;09/04/2024;17.30;Juanda (WARR);3;;FALSE;4000;4000;HZ;;HZ;Haze;
39070;Peralihan 1;Apr;09/04/2024;18.00;Juanda (WARR);2;;FALSE;4000;4000;HZ;;HZ;Haze;
39071;Peralihan 1;Apr;09/04/2024;18.30;Juanda (WARR);2;;FALSE;4000;4000;HZ;;HZ;Haze;
39072;Peralihan 1;Apr;09/04/2024;19.00;Juanda (WARR);3;;FALSE;4000;4000;HZ;;HZ;Haze;
39073;Peralihan 1;Apr;09/04/2024;19.30;Juanda (WARR);2;;FALSE;4000;4000;HZ;;HZ;Haze;
39074;Peralihan 1;Apr;09/04/2024;20.00;Juanda (WARR);2;;FALSE;4000;4000;HZ;;HZ;Haze;
39075;Peralihan 1;Apr;09/04/2024;20.30;Juanda (WARR);2;;FALSE;4000;4000;HZ;;HZ;Haze;
39076;Peralihan 1;Apr;09/04/2024;21.00;Juanda (WARR);2;;FALSE;3000;3000;BR;;BR;Mist;
39111;Peralihan 1;Apr;09/04/2024;21.30;Juanda (WARR);;;FALSE;3000;3000;BR;;BR;Mist;
39112;Peralihan 1;Apr;09/04/2024;22.00;Juanda (WARR);1;;FALSE;2000;2000;BR;;BR;Mist;
39113;Peralihan 1;Apr;09/04/2024;22.30;Juanda (WARR);2;;FALSE;1500;1500;BR;;BR;Mist;
39114;Peralihan 1;Apr;09/04/2024;23.00;Juanda (WARR);2;;FALSE;1500;1500;BR;;BR;Mist;
39115;Peralihan 1;Apr;09/04/2024;23.30;Juanda (WARR);3;;FALSE;1500;1500;BR;;BR;Mist;
39116;Peralihan 1;Mei;09/05/2024;00.00;Juanda (WARR);4;;FALSE;5000;;HZ;;HZ;Haze;
39117;Kemarau;Jun;09/06/2024;00.00;Juanda (WARR);3;;FALSE;5000;;HZ;;HZ;Haze;
39118;Kemarau;Jun;09/06/2024;00.30;Juanda (WARR);2;;FALSE;5000;;HZ;;HZ;Haze;
39119;Kemarau;Jun;09/06/2024;01.00;Juanda (WARR);2;;FALSE;5000;;HZ;;HZ;Haze;
39120;Kemarau;Jun;09/06/2024;01.30;Juanda (WARR);3;;FALSE;5000;;HZ;;HZ;Haze;
39121;Kemarau;Jun;09/06/2024;02.00;Juanda (WARR);4;;FALSE;5000;;HZ;;HZ;Haze;
39122;Kemarau;Jun;09/06/2024;02.30;Juanda (WARR);5;;FALSE;5000;;HZ;;HZ;Haze;
39154;Kemarau;Jun;09/06/2024;13.00;Juanda (WARR);10;;FALSE;7000;;TSRA;;TSRA ;Thunderstorm Rain;CB
39155;Kemarau;Jun;09/06/2024;19.00;Juanda (WARR);5;;FALSE;5000;;HZ;;HZ;Haze;
39156;Kemarau;Jun;09/06/2024;19.30;Juanda (WARR);3;;FALSE;5000;;HZ;;HZ;Haze;
39157;Kemarau;Jun;09/06/2024;20.00;Juanda (WARR);3;;FALSE;5000;;HZ;;HZ;Haze;
39158;Kemarau;Jun;09/06/2024;20.30;Juanda (WARR);3;;FALSE;5000;;HZ;;HZ;Haze;
39159;Kemarau;Jun;09/06/2024;21.00;Juanda (WARR);2;;FALSE;5000;;HZ;;HZ;Haze;
39160;Kemarau;Jun;09/06/2024;21.30;Juanda (WARR);2;;FALSE;5000;;HZ;;HZ;Haze;
39161;Kemarau;Jun;09/06/2024;22.00;Juanda (WARR);1;;FALSE;5000;;HZ;;HZ;Haze;
39162;Kemarau;Jun;09/06/2024;22.30;Juanda (WARR);2;;FALSE;5000;;HZ;;HZ;Haze;
39163;Kemarau;Jun;09/06/2024;23.00;Juanda (WARR);1;;FALSE;5000;;HZ;;HZ;Haze;
39164;Kemarau;Jun;09/06/2024;23.30;Juanda (WARR);3;;FALSE;5000;;HZ;;HZ;Haze;
39165;Kemarau;Jul;09/07/2024;00.00;Juanda (WARR);3;;FALSE;5000;;HZ;;HZ;Haze;
39166;Kemarau;Jul;09/07/2024;00.30;Juanda (WARR);2;;FALSE;5000;;HZ;;HZ;Haze;
39167;Kemarau;Jul;09/07/2024;19.30;Juanda (WARR);3;;FALSE;5000;;HZ;;HZ;Haze;
39169;Kemarau;Jul;09/07/2024;20.00;Juanda (WARR);1;;FALSE;5000;;HZ;;HZ;Haze;
39170;Kemarau;Jul;09/07/2024;20.30;Juanda (WARR);4;;FALSE;5000;;HZ;;HZ;Haze;
39171;Kemarau;Jul;09/07/2024;21.00;Juanda (WARR);3;;FALSE;5000;;HZ;;HZ;Haze;
39172;Kemarau;Jul;09/07/2024;21.30;Juanda (WARR);4;;FALSE;5000;;HZ;;HZ;Haze;
39173;Kemarau;Jul;09/07/2024;22.00;Juanda (WARR);3;;FALSE;5000;;HZ;;HZ;Haze;
39174;Kemarau;Jul;09/07/2024;22.30;Juanda (WARR);4;;FALSE;5000;;HZ;;HZ;Haze;
39182;Kemarau;Jul;09/07/2024;23.00;Juanda (WARR);4;;FALSE;5000;;HZ;;HZ;Haze;
39183;Kemarau;Jul;09/07/2024;23.30;Juanda (WARR);2;;FALSE;5000;;HZ;;HZ;Haze;
39184;Kemarau;Agu;09/08/2024;00.00;Juanda (WARR);2;;FALSE;5000;;HZ;;HZ;Haze;
39189;Kemarau;Agu;09/08/2024;00.30;Juanda (WARR);3;;FALSE;5000;;HZ;;HZ;Haze;
39195;Kemarau;Agu;09/08/2024;18.30;Juanda (WARR);3;;FALSE;5000;;HZ;;HZ;Haze;
39201;Kemarau;Agu;09/08/2024;19.00;Juanda (WARR);2;;FALSE;5000;;HZ;;HZ;Haze;
39202;Kemarau;Agu;09/08/2024;19.30;Juanda (WARR);5;;FALSE;5000;;HZ;;HZ;Haze;
39203;Kemarau;Agu;09/08/2024;20.00;Juanda (WARR);3;;FALSE;5000;;HZ;;HZ;Haze;
39204;Kemarau;Agu;09/08/2024;20.30;Juanda (WARR);6;;FALSE;5000;;HZ;;HZ;Haze;
39205;Kemarau;Agu;09/08/2024;21.00;Juanda (WARR);5;;FALSE;5000;;HZ;;HZ;Haze;
39206;Kemarau;Agu;09/08/2024;21.30;Juanda (WARR);4;;FALSE;5000;;HZ;;HZ;Haze;
39207;Kemarau;Agu;09/08/2024;22.00;Juanda (WARR);4;;FALSE;5000;;HZ;;HZ;Haze;
39208;Kemarau;Agu;09/08/2024;22.30;Juanda (WARR);3;;FALSE;5000;;HZ;;HZ;Haze;
39209;Kemarau;Agu;09/08/2024;23.00;Juanda (WARR);4;;FALSE;5000;;HZ;;HZ;Haze;
39210;Kemarau;Agu;09/08/2024;23.30;Juanda (WARR);2;;FALSE;5000;;HZ;;HZ;Haze;
39211;Peralihan 2;Sep;09/09/2024;00.00;Juanda (WARR);3;;FALSE;5000;;HZ;;HZ;Haze;
39212;Peralihan 2;Sep;09/09/2024;00.30;Juanda (WARR);2;;FALSE;5000;;HZ;;HZ;Haze;
39213;Peralihan 2;Sep;09/09/2024;16.30;Juanda (WARR);7;;FALSE;5000;;HZ;;HZ;Haze;
39214;Peralihan 2;Sep;09/09/2024;17.00;Juanda (WARR);8;;FALSE;5000;;HZ;;HZ;Haze;
39215;Peralihan 2;Sep;09/09/2024;17.30;Juanda (WARR);6;;FALSE;5000;;HZ;;HZ;Haze;
39216;Peralihan 2;Sep;09/09/2024;18.00;Juanda (WARR);5;;FALSE;4000;4000;HZ;;HZ;Haze;
39233;Peralihan 2;Sep;09/09/2024;18.30;Juanda (WARR);6;;FALSE;4000;4000;HZ;;HZ;Haze;
39234;Peralihan 2;Sep;09/09/2024;19.00;Juanda (WARR);6;;FALSE;5000;;HZ;;HZ;Haze;
39255;Peralihan 2;Sep;09/09/2024;19.30;Juanda (WARR);7;;FALSE;5000;;HZ;;HZ;Haze;
39256;Peralihan 2;Sep;09/09/2024;20.00;Juanda (WARR);7;;FALSE;5000;;HZ;;HZ;Haze;
39257;Peralihan 2;Sep;09/09/2024;22.30;Juanda (WARR);2;;FALSE;5000;;HZ;;HZ;Haze;
39258;Peralihan 2;Sep;09/09/2024;23.00;Juanda (WARR);1;;FALSE;5000;;HZ;;HZ;Haze;
39259;Peralihan 2;Sep;09/09/2024;23.30;Juanda (WARR);4;;FALSE;5000;;HZ;;HZ;Haze;
39260;Peralihan 2;Okt;09/10/2024;00.00;Juanda (WARR);2;;FALSE;5000;;HZ;;HZ;Haze;
39261;Peralihan 2;Okt;09/10/2024;00.30;Juanda (WARR);2;;FALSE;5000;;HZ;;HZ;Haze;
39262;Peralihan 2;Okt;09/10/2024;21.30;Juanda (WARR);5;;FALSE;5000;;HZ;;HZ;Haze;
39263;Peralihan 2;Okt;09/10/2024;22.00;Juanda (WARR);5;;FALSE;5000;;HZ;;HZ;Haze;
39264;Peralihan 2;Okt;09/10/2024;22.30;Juanda (WARR);5;;FALSE;5000;;HZ;;HZ;Haze;
39265;Peralihan 2;Okt;09/10/2024;23.00;Juanda (WARR);4;;FALSE;5000;;HZ;;HZ;Haze;
39266;Peralihan 2;Okt;09/10/2024;23.30;Juanda (WARR);4;;FALSE;5000;;HZ;;HZ;Haze;
39283;Peralihan 2;Nov;09/11/2024;00.00;Juanda (WARR);4;;FALSE;5000;;HZ;;HZ;Haze;
39284;Peralihan 2;Nov;09/11/2024;15.30;Juanda (WARR);1;;FALSE;8000;;TS;;TS;Thunderstorm;CB
39285;Peralihan 2;Nov;09/11/2024;16.00;Juanda (WARR);4;;FALSE;8000;;TS;;TS;Thunderstorm;CB
39291;Peralihan 2;Nov;09/11/2024;16.30;Juanda (WARR);8;;FALSE;8000;;TS;;TS;Thunderstorm;CB
39292;Peralihan 2;Nov;09/11/2024;17.00;Juanda (WARR);5;;FALSE;8000;;TS;;TS;Thunderstorm;CB
39293;Peralihan 2;Nov;09/11/2024;17.30;Juanda (WARR);2;;FALSE;8000;;TS;;TS;Thunderstorm;CB
39297;Peralihan 2;Nov;09/11/2024;19.00;Juanda (WARR);6;;FALSE;5000;;HZ;;HZ;Haze;
39298;Peralihan 2;Nov;09/11/2024;19.30;Juanda (WARR);4;;FALSE;5000;;HZ;;HZ;Haze;
39299;Peralihan 2;Nov;09/11/2024;20.00;Juanda (WARR);5;;FALSE;5000;;HZ;;HZ;Haze;
39300;Peralihan 2;Nov;09/11/2024;20.30;Juanda (WARR);5;;FALSE;5000;;HZ;;HZ;Haze;
39301;Peralihan 2;Nov;09/11/2024;21.00;Juanda (WARR);4;;FALSE;5000;;HZ;;HZ;Haze;
39302;Peralihan 2;Nov;09/11/2024;21.30;Juanda (WARR);4;;FALSE;5000;;HZ;;HZ;Haze;
39303;Peralihan 2;Nov;09/11/2024;22.00;Juanda (WARR);4;;FALSE;5000;;HZ;;HZ;Haze;
39304;Peralihan 2;Nov;09/11/2024;22.30;Juanda (WARR);5;;FALSE;5000;;HZ;;HZ;Haze;
39305;Peralihan 2;Nov;09/11/2024;23.00;Juanda (WARR);6;;FALSE;5000;;HZ;;HZ;Haze;
39306;Peralihan 2;Nov;09/11/2024;23.30;Juanda (WARR);6;;FALSE;5000;;HZ;;HZ;Haze;
39307;Hujan;Des;09/12/2024;20.30;Juanda (WARR);7;;FALSE;4000;4000;HZ;;HZ;Haze;
39308;Hujan;Des;09/12/2024;21.00;Juanda (WARR);10;;FALSE;4000;4000;HZ;;HZ;Haze;
39309;Hujan;Des;09/12/2024;21.30;Juanda (WARR);9;;FALSE;4000;4000;HZ;;HZ;Haze;
39310;Hujan;Des;09/12/2024;22.00;Juanda (WARR);6;;FALSE;5000;;HZ;;HZ;Haze;
39311;Hujan;Des;09/12/2024;22.30;Juanda (WARR);6;;FALSE;5000;;HZ;;HZ;Haze;
39312;Hujan;Jan;10/01/2024;00.00;Juanda (WARR);4;;FALSE;2000;2000;BR;;BR;Mist;
39313;Hujan;Jan;10/01/2024;00.30;Juanda (WARR);3;;FALSE;3000;3000;BR;;BR;Mist;
39314;Hujan;Jan;10/01/2024;01.00;Juanda (WARR);3;;FALSE;4000;4000;BR;;BR;Mist;
39339;Hujan;Jan;10/01/2024;01.30;Juanda (WARR);2;;FALSE;4000;4000;BR;;BR;Mist;
39340;Hujan;Jan;10/01/2024;08.00;Juanda (WARR);9;;FALSE;8000;;TS;;TS;Thunderstorm;CB
39341;Hujan;Jan;10/01/2024;13.30;Juanda (WARR);5;;FALSE;8000;;TS;;TS;Thunderstorm;CB
39342;Hujan;Jan;10/01/2024;14.00;Juanda (WARR);7;;FALSE;8000;;TS;;TS;Thunderstorm;CB
39343;Hujan;Jan;10/01/2024;14.30;Juanda (WARR);10;;FALSE;8000;;-TSRA;;-TSRA;Light Thunderstorm Rain;CB
39344;Hujan;Jan;10/01/2024;15.00;Juanda (WARR);3;;FALSE;8000;;-TSRA;;-TSRA;Light Thunderstorm Rain;CB
39345;Hujan;Jan;10/01/2024;15.30;Juanda (WARR);1;;FALSE;6000;;-TSRA;;-TSRA;Light Thunderstorm Rain;CB
39346;Hujan;Jan;10/01/2024;16.00;Juanda (WARR);2;;FALSE;6000;;-TSRA;;-TSRA;Light Thunderstorm Rain;CB
39347;Hujan;Jan;10/01/2024;22.30;Juanda (WARR);3;;FALSE;4000;4000;HZ;;HZ;Haze;
39348;Hujan;Jan;10/01/2024;23.00;Juanda (WARR);2;;FALSE;5000;;HZ;;HZ;Haze;
39349;Hujan;Jan;10/01/2024;23.30;Juanda (WARR);7;;FALSE;3000;3000;BR;;BR;Mist;
39350;Hujan;Feb;10/02/2024;01.00;Juanda (WARR);3;;FALSE;5000;;HZ;;HZ;Haze;
39351;Hujan;Feb;10/02/2024;01.30;Juanda (WARR);3;;FALSE;5000;;HZ;;HZ;Haze;
39352;Hujan;Feb;10/02/2024;02.00;Juanda (WARR);2;;FALSE;5000;;HZ;;HZ;Haze;
39353;Hujan;Feb;10/02/2024;07.00;Juanda (WARR);15;15;FALSE;9000;;TS;;TS;Thunderstorm;CB
39354;Hujan;Feb;10/02/2024;07.30;Juanda (WARR);8;;FALSE;9999;;TS;;TS;Thunderstorm;CB
39355;Hujan;Feb;10/02/2024;11.30;Juanda (WARR);4;;FALSE;5000;;HZ;;HZ;Haze;
39356;Hujan;Feb;10/02/2024;12.00;Juanda (WARR);3;;FALSE;5000;;HZ;;HZ;Haze;
39358;Hujan;Feb;10/02/2024;12.30;Juanda (WARR);4;;FALSE;5000;;HZ;;HZ;Haze;
39359;Hujan;Feb;10/02/2024;13.00;Juanda (WARR);4;;FALSE;5000;;HZ;;HZ;Haze;
39360;Hujan;Feb;10/02/2024;13.30;Juanda (WARR);3;;FALSE;5000;;HZ;;HZ;Haze;
39361;Hujan;Feb;10/02/2024;14.00;Juanda (WARR);3;;FALSE;5000;;HZ;;HZ;Haze;
39362;Hujan;Feb;10/02/2024;14.30;Juanda (WARR);1;;FALSE;5000;;HZ;;HZ;Haze;
39363;Hujan;Feb;10/02/2024;15.00;Juanda (WARR);3;;FALSE;5000;;HZ;;HZ;Haze;
39405;Hujan;Feb;10/02/2024;15.30;Juanda (WARR);3;;FALSE;5000;;HZ;;HZ;Haze;
39406;Hujan;Feb;10/02/2024;16.00;Juanda (WARR);4;;FALSE;5000;;HZ;;HZ;Haze;
39407;Hujan;Feb;10/02/2024;16.30;Juanda (WARR);3;;FALSE;5000;;HZ;;HZ;Haze;
39408;Hujan;Feb;10/02/2024;17.00;Juanda (WARR);4;;FALSE;5000;;HZ;;HZ;Haze;
39409;Hujan;Feb;10/02/2024;17.30;Juanda (WARR);4;;FALSE;5000;;HZ;;HZ;Haze;
39410;Hujan;Feb;10/02/2024;18.00;Juanda (WARR);5;;FALSE;5000;;HZ;;HZ;Haze;
39411;Hujan;Feb;10/02/2024;18.30;Juanda (WARR);5;;FALSE;5000;;HZ;;HZ;Haze;
39444;Hujan;Feb;10/02/2024;19.00;Juanda (WARR);5;;FALSE;3000;3000;BR;;BR;Mist;
39445;Hujan;Feb;10/02/2024;19.30;Juanda (WARR);5;;FALSE;3000;3000;BR;;BR;Mist;
39446;Hujan;Feb;10/02/2024;20.00;Juanda (WARR);5;;FALSE;3000;3000;BR;;BR;Mist;
39447;Hujan;Feb;10/02/2024;20.30;Juanda (WARR);6;;FALSE;3000;3000;BR;;BR;Mist;
39448;Hujan;Feb;10/02/2024;21.00;Juanda (WARR);3;;FALSE;1500;1500;BR;;BR;Mist;
39449;Hujan;Feb;10/02/2024;21.30;Juanda (WARR);3;;FALSE;1500;1500;BR;;BR;Mist;
39450;Hujan;Feb;10/02/2024;22.00;Juanda (WARR);3;;FALSE;1500;1500;BR;;BR;Mist;
39451;Hujan;Feb;10/02/2024;22.30;Juanda (WARR);4;;FALSE;1500;1500;BR;;BR;Mist;
39452;Hujan;Feb;10/02/2024;23.00;Juanda (WARR);4;;FALSE;2500;2500;BR;;BR;Mist;
39453;Hujan;Feb;10/02/2024;23.30;Juanda (WARR);5;;FALSE;3000;3000;BR;;BR;Mist;
39456;Peralihan 1;Apr;10/04/2024;00.00;Juanda (WARR);1;;FALSE;1500;1500;BR;;BR;Mist;
39457;Peralihan 1;Apr;10/04/2024;00.30;Juanda (WARR);2;;FALSE;3000;3000;BR;;BR;Mist;
39458;Peralihan 1;Apr;10/04/2024;01.00;Juanda (WARR);3;;FALSE;4000;4000;HZ;;HZ;Haze;
39497;Peralihan 1;Apr;10/04/2024;01.30;Juanda (WARR);5;;FALSE;5000;;HZ;;HZ;Haze;
39498;Peralihan 1;Apr;10/04/2024;14.00;Juanda (WARR);5;;FALSE;8000;;TS;;TS;Thunderstorm;CB
39499;Peralihan 1;Apr;10/04/2024;14.30;Juanda (WARR);9;;FALSE;8000;;TS;;TS;Thunderstorm;CB
39500;Peralihan 1;Apr;10/04/2024;15.00;Juanda (WARR);6;;FALSE;8000;;TS;;TS;Thunderstorm;CB
39501;Peralihan 1;Apr;10/04/2024;15.30;Juanda (WARR);3;;FALSE;7000;;-TSRA;;-TSRA;Light Thunderstorm Rain;CB
39502;Peralihan 1;Apr;10/04/2024;16.00;Juanda (WARR);6;;FALSE;7000;;-TSRA;;-TSRA;Light Thunderstorm Rain;CB
39503;Peralihan 1;Apr;10/04/2024;16.30;Juanda (WARR);2;;FALSE;7000;;-TSRA;;-TSRA;Light Thunderstorm Rain;CB
39504;Peralihan 1;Apr;10/04/2024;20.30;Juanda (WARR);1;;FALSE;6000;;TS;;TS;Thunderstorm;CB
39505;Peralihan 1;Apr;10/04/2024;21.00;Juanda (WARR);4;;FALSE;9999;;TS;;TS;Thunderstorm;CB
39543;Peralihan 1;Apr;10/04/2024;21.30;Juanda (WARR);2;;FALSE;7000;;TS;;TS;Thunderstorm;CB
39544;Peralihan 1;Apr;10/04/2024;22.00;Juanda (WARR);2;;FALSE;7000;;TS;;TS;Thunderstorm;CB
39545;Peralihan 1;Apr;10/04/2024;22.30;Juanda (WARR);5;;FALSE;6000;;-TSRA;;-TSRA;Light Thunderstorm Rain;CB
39546;Peralihan 1;Apr;10/04/2024;23.00;Juanda (WARR);3;;FALSE;6000;;-TSRA;;-TSRA;Light Thunderstorm Rain;CB
39547;Kemarau;Jun;10/06/2024;00.00;Juanda (WARR);1;;FALSE;5000;;HZ;;HZ;Haze;
39548;Kemarau;Jun;10/06/2024;00.30;Juanda (WARR);4;;FALSE;5000;;HZ;;HZ;Haze;
39549;Kemarau;Jun;10/06/2024;01.00;Juanda (WARR);4;;FALSE;5000;;HZ;;HZ;Haze;
39550;Kemarau;Jun;10/06/2024;01.30;Juanda (WARR);4;;FALSE;5000;;HZ;;HZ;Haze;
39551;Kemarau;Jun;10/06/2024;02.00;Juanda (WARR);7;;FALSE;5000;;HZ;;HZ;Haze;
39552;Kemarau;Jun;10/06/2024;02.30;Juanda (WARR);7;;FALSE;5000;;HZ;;HZ;Haze;
39589;Kemarau;Jun;10/06/2024;19.00;Juanda (WARR);1;;FALSE;5000;;HZ;;HZ;Haze;
39590;Kemarau;Jun;10/06/2024;19.30;Juanda (WARR);1;;FALSE;5000;;HZ;;HZ;Haze;
39591;Kemarau;Jun;10/06/2024;20.00;Juanda (WARR);3;;FALSE;5000;;HZ;;HZ;Haze;
39592;Kemarau;Jun;10/06/2024;20.30;Juanda (WARR);4;;FALSE;5000;;HZ;;HZ;Haze;
39593;Kemarau;Jun;10/06/2024;21.00;Juanda (WARR);4;;FALSE;4000;4000;HZ;;HZ;Haze;
39594;Kemarau;Jun;10/06/2024;21.30;Juanda (WARR);4;;FALSE;4000;4000;HZ;;HZ;Haze;
39595;Kemarau;Jun;10/06/2024;22.00;Juanda (WARR);4;;FALSE;4000;4000;HZ;;HZ;Haze;
39596;Kemarau;Jun;10/06/2024;22.30;Juanda (WARR);3;;FALSE;4000;4000;HZ;;HZ;Haze;
39597;Kemarau;Jun;10/06/2024;23.00;Juanda (WARR);3;;FALSE;4000;4000;HZ;;HZ;Haze;
39598;Kemarau;Jun;10/06/2024;23.30;Juanda (WARR);2;;FALSE;5000;;HZ;;HZ;Haze;
39599;Kemarau;Jul;10/07/2024;00.00;Juanda (WARR);3;;FALSE;5000;;HZ;;HZ;Haze;
39600;Kemarau;Jul;10/07/2024;18.30;Juanda (WARR);2;;FALSE;5000;;HZ;;HZ;Haze;
39601;Kemarau;Jul;10/07/2024;19.00;Juanda (WARR);2;;FALSE;5000;;HZ;;HZ;Haze;
39645;Kemarau;Jul;10/07/2024;19.30;Juanda (WARR);1;;FALSE;5000;;HZ;;HZ;Haze;
39647;Kemarau;Jul;10/07/2024;20.00;Juanda (WARR);2;;FALSE;5000;;HZ;;HZ;Haze;
39648;Kemarau;Jul;10/07/2024;20.30;Juanda (WARR);2;;FALSE;5000;;HZ;;HZ;Haze;
39649;Kemarau;Jul;10/07/2024;21.00;Juanda (WARR);4;;FALSE;5000;;HZ;;HZ;Haze;
39650;Kemarau;Jul;10/07/2024;21.30;Juanda (WARR);3;;FALSE;5000;;HZ;;HZ;Haze;
39690;Kemarau;Jul;10/07/2024;22.00;Juanda (WARR);4;;FALSE;5000;;HZ;;HZ;Haze;
39691;Kemarau;Jul;10/07/2024;22.30;Juanda (WARR);6;;FALSE;5000;;HZ;;HZ;Haze;
39692;Kemarau;Jul;10/07/2024;23.00;Juanda (WARR);5;;FALSE;5000;;HZ;;HZ;Haze;
39693;Kemarau;Agu;10/08/2024;00.00;Juanda (WARR);5;;FALSE;5000;;HZ;;HZ;Haze;
39694;Kemarau;Agu;10/08/2024;22.30;Juanda (WARR);2;;FALSE;5000;;HZ;;HZ;Haze;
39695;Kemarau;Agu;10/08/2024;23.00;Juanda (WARR);3;;FALSE;5000;;HZ;;HZ;Haze;
39696;Kemarau;Agu;10/08/2024;23.30;Juanda (WARR);3;;FALSE;5000;;HZ;;HZ;Haze;
39713;Peralihan 2;Sep;10/09/2024;18.00;Juanda (WARR);4;;FALSE;5000;;HZ;;HZ;Haze;
39719;Peralihan 2;Sep;10/09/2024;18.30;Juanda (WARR);4;;FALSE;5000;;HZ;;HZ;Haze;
39720;Peralihan 2;Sep;10/09/2024;19.00;Juanda (WARR);5;;FALSE;5000;;HZ;;HZ;Haze;
